headline,relation,labels
턱없이 모자라는 전비？,X,0
[속보]코로나19 신규 확진 2771명···누적 확진 30만명 돌파,O,1
"'이재명 무죄' 권순일 전 대법관, 화천대유 고문 논란",X,0
민주콩고 에볼라 의심환자 20명으로 증가…3명 사망,O,1
서울시 “메르스 의사 참석 재건축 총회 참가자 중 21명 연락 안 돼”,O,1
"청주산단, 여름 휴가 기간·휴가비 지난해보다 상승",X,0
[포토]개강 앞두고 찬바람 쌩쌩부는 대학가,X,0
천안웰빙식품엑스포 성공 등 천안 10대 뉴스 선정,X,0
"KT-강원도, 지역 상생발전 '맞손'",X,0
"정부, 다음 달 초 '에볼라 보건 인력' 선발대 파견",O,1
진실게임 치닫는 ‘고발사주 의혹’…당혹스러운 野,X,0
올해 인기 검색어 1위 메르스…최다 리트윗은 이 사진,X,0
K뷰티 간판 '후'의 마법,X,0
[포토] 중앙재난안전대책본부회의 주재하는 김 총리,O,1
"메르스 의심환자 사망…“첫 환자 접촉, 역학조사 중”",O,1
김종덕 장관 '경기 30분 전인데...',X,0
"[주간상승률]노루페인트, 신종플루 'NEW 스타'",O,1
"부산경찰, 추석 종합치안대책 시행…특별방역도 지원",O,1
[뉴스파일] 청주공예비엔날레 초대국가관 불참,X,0
"'메르스'로 흩어진 대통령 지지층, '거부권'으로 다시 뭉쳤지만...",O,1
[사설] 메르스 공포 잡으려면 투명한 소통으로 임해야,O,1
신종플루 백신접종 첫날 이상반응 12건,O,1
제주 관광객 300만명 최단기간 돌파,X,0
"기재부, 내달 국고채 10.5조원 발행…키움증권 신규 전문딜러 지정",X,0
신종플루 유행대비 `치료거점병원장 간담회`,O,1
아버지 쏙 빼닮은 결단력… 부드러운 소통 능력 ‘눈길’,X,0
"예산군, 위생관련 단체장과의 간담회 개최",X,0
‘박근혜 검찰’한테서 최순실을 빼앗자,X,0
"코윈, 프린터동글 독자개발",X,0
"동아오츠카, 겨울철 건강음료 '겨울나기' 출시",X,0
[아침&브리핑] 오늘부터 대입 정시모집 원서접수 시작,X,0
"[취재파일] 박원순-신연희, 술잔 부딪친 사연은?",X,0
"국회 메르스 특위, 평택성모병원 포함 5곳 대응 점검",O,1
"文대통령 만난 브레이브걸스 민영, 눈물 흘린 사연은?",X,0
"중견주택업체, 내달 6380세대 공급",X,0
"'화들짝' 재난문자 수신음, 전쟁·주민대피 때만 크게 울린다",X,0
국내 메르스 환자 5명 추가 ‘총 150명 사망자 2명 격리대상자 5000명’ 집계,O,1
"靑 ""오전 중 메르스 관련 홍보수석 브리핑 예정""(속보)",O,1
[인사] 포스코켐텍 ; 우리은행 ; 산업통상자원부 등,X,0
"'ITU 회의' 에볼라 발생국 4개 국가, 무려 120명 참석…주최측 하는 말이",O,1
"SPC그룹, 아프간 특별 기여자 가족에 구호물품 전달",X,0
"[녹취구성] ""새로운 대한민국 만들겠다""…與주자들 정견발표",X,0
"호텔신라, '한중경영대상'·'유커 만족도 1위' 동시 수상",X,0
백화점 가을세일 일주일 앞당긴다,X,0
"김재원 “野, 경선버스 아닌 뉴스버스만 돌아다녀…당 대응할 것”",X,0
정부 인증 '러브호텔?'…감추고 싶은 한국 관광의 민낯,X,0
"메르스 의심진단 UAE 환자, 유전자 검사 실시한 결과 음성 판정받아",O,1
"""대목장 손님 맞아야"" 잿더미 영덕시장, 임시장터서 재기 발걸음",X,0
신종플루 '비상',O,1
이데일리 이슈&뉴스 브리핑 7월14일(오후),O,1
오늘 추가 확진자 0명…완치 퇴원자 6명,O,1
올 보건의료 기술수출 1조7000억,X,0
"울산 중구, 집단감염 취약시설 특별방역점검 실시",O,1
"訪日 외국인, 연간 1800만 명 규모로 급증…""변수는 메르스""",O,1
"'가족이 함께 만드는 독서신문'…달성도서관, 가족 독서신문 만들기 특강·대회 운영",X,0
거제서 두 번째 확진 판정…15년만의 국내 콜레라 발생 이유,O,1
"부산서 두 번째 메르스 양성 반응자, 접촉자만 900여 명 추정…대전 대청병원 ‘코호트 격리’",O,1
"한국농어촌공사 담양지사, 사회복지시설 후원금 전달·봉사활동 실시",X,0
靑 대변인 “내일 국무회의서 14일 임시공휴일 지정 검토”…재계 반응은? “적극 협조할 것”,X,0
"[단독] '에어큐' 나노렉스, 경기도 화성 마스크공장 매각",X,0
"[속보]""초6 미만은 접종 검토 안해…허가된 백신 없어""",O,1
메르스가 결국 금리인하…연 1.50% 초저금리(상보),O,1
'세계 손씻기의 날' 올바른 솟 씻기 방법? 흐르는 물에 비누로 30초 이상,X,0
군대에서 AI 경진대회…1등한 상병에 '실리콘밸리 연수' 기회,X,0
"농식품부 장관, AI 관련 담화 ""이동중지 명령 철저 이행"" 당부",O,1
서울 대형병원 의사 등 5명 메르스 확진…감염자 35명(종합),O,1
[김홍진의 스마트경영] 균형감없는 국가이기주의를 경계한다,X,0
"WHO 조사단 “한국 정부, 메르스에 잘 대처하고 있다”",O,1
최종현 SK 선대회장 23주기…가족 중심 조용히 추모,X,0
강남 분양대전 대진표 나왔다..10~11월 '진검승부',X,0
"“산모, 임신 중 운동하면 태어난 아기 폐 튼튼해진다”",X,0
북핵사태에 내성 커진 코스피,X,0
"WHO, 내주 혈액·혈장 이용 에볼라 잠정 치료법 발표",O,1
"온라인 강의 매출 터졌다…""앞으론 화상수업 못하면 도태""",O,1
[메르스 사태]피해업종 금융지원 1722억원…보건업 '최대',O,1
"국민의힘 격앙 ""김웅 압수수색, 명백한 野 탄압…좌시 않을 것""",X,0
"코로나19 백신 1차 접종자 3,000만명 돌파···접종시작 192일만 (종합)",O,1
"[특징주]강원랜드, 2분기 실적 호조에 '신고가'",X,0
"[글로벌 비즈] 中 “최대 부동산개발 업체 헝다그룹, 파산 가능성↑”",X,0
"에스원, 김장 담그기 봉사활동",X,0
"[올댓차이나] 홍콩 증시, 헝다 사태 부담 반락 개장...H주 0.03%↑",X,0
장 마감 후 기업공시 [9월 29일],X,0
2022학년도 대학수학능력시험 9월 모의평가 시행,X,0
"김 총리 ""강화된 방역 5일째, 확진세 여전…거리두기 효과, 시간 더 필요""",O,1
신종플루，확진환자 중심 바이러스 감염 우려↑,O,1
밤하늘 수놓은 불꽃의 향연 2년째 취소…내년엔 볼 수 있을까,X,0
재택근무 직장인 10명 중 3명 '재택근무 증후군' 생겼다,X,0
메르스 환자 12명 늘어 138명…4차 감염자 첫 발생 ‘충격’,O,1
경기도 지카바이러스 의심환자 발생,O,1
"브라질 특별조치, 지카 바이러스 주범 '이집트 숲 모기와 전쟁 선포'",O,1
신종플루 기승…中 한인 교민사회도 비상,O,1
간염 공포 확산…E형 소시지에 AㆍBㆍC형도 증가,X,0
청명한 가을 하늘…초가을 도심 축제 열기 가득,X,0
지카바이러스 법정감염병 지정…국내 유입 사례는?,O,1
외교부 “쿠웨이트서 입원한 우리국민 1명 메르스 음성 판정”,O,1
[사설]오락가락 예산정책 근본 처방 필요하다,X,0
‘구미 여아 살해’ 친언니 징역 20년 확정… “사회 격리 필요”,X,0
"삼성전자, '메르스' 여파로 글로벌전략협의회 취소",O,1
일상접촉자 440명 매일 체크..메르스 추가 확산 차단 총력,O,1
"""베이비붐 세대 대거 은퇴""…고령자 추가채용장려금 신설·노인일자리 내실화",X,0
금강청 '가족과 함께하는 생물 다양성 탐사대회' 성료,X,0
삼성서울 의료진 또 메르스 감염?…전공의 '1차 양성',O,1
[경제365] 옥션 올해 최고 히트상품은 마스크,X,0
'메르스 박살!' 박물관은살아있다 프로모션,O,1
"계룡건설 컨소시엄, 대전 ‘리더스시티’ 분양",X,0
"씨젠, '신종플루 송곳처럼 정확한 판단' 세계가 인정",O,1
"광양시, 2차 긴급재난생활비 지급률 97% 돌파",O,1
"권성동 ""조성은과 박지원 만남 전후 캡처본 집중적으로 오가""",X,0
이 시기에 파업?…거점병원 파업 논란,O,1
"A형, B형,C형...간염- 독감 헷갈려!",O,1
[포토] '2021 한경 재테크쇼'서 강연하는 염승환 이사,X,0
"메르스 부부사망, 세 명의 아들 자가 격리 조치 '임종 지키지 못했다' 안타까운 죽음",O,1
라이베리아 비상사태 해제..전세계 에볼라 감염은 여전,O,1
프랑스 신종플루 여유분 매각,O,1
"증시, 하루만에 1550선대로 후퇴...환율 1180원대 `바짝`",X,0
[사설/9월 14일] 3·4분기에도 지속될 '어닝 서프라이즈',X,0
메르스 최전선 음압 병상 24시,O,1
메르스 14명 추가 확진…환자 122명·사망 10명,O,1
"의성군, 5개 10월 지역문화행사 막 올라",X,0
울산서 밤새 확진자 34명 발생...대부분 기존 확진자 접촉자,O,1
美 뉴욕에서 첫 소두증 감염 사례 확인,X,0
"野, 정부 추경안 극렬 반대…""메르스 아닌 세입보전""",O,1
"원유철-이종걸 첫 회동…元 ""추경 먼저"" vs 李 ""야당 설 자리 달라""",X,0
고창 이어 순천만에서도 AI.. 전국 확산 우려 물가관리 비상,O,1
"EBS, 오라클 DB 유지보수 업체로 스피니커서포트 선정",X,0
신종플루 의심·확진 환자 수능 따로따로,O,1
"중국,사스 여파로 4월 FDI 성장둔화
",O,1
[생활의 전환] ② 1인 가구·펫팸족 겨냥 주거상품 '봇물',X,0
“우리만 방역 희생” 자영업자 한밤 경적시위… 이준석 “범칙금 4만원이 文정부 답변인가”,O,1
"""신종플루, 스페인 독감보다 약해""",O,1
"[가족] 버려졌나, 탈출했나… 한쪽 시력 잃은 채 떠돌던 강아지",X,0
"최강욱, ‘고발 사주’ 의혹에 “한 줌도 안 되는 정치검사의 정치공작”",X,0
"제주 혁신도시 이전기관, 일회용품 줄이기 공동 실천",X,0
외국인 노동자 백신 적극 추진했는데 왜?,X,0
"예장 합동, 임원 선거 온라인 정견발표...13일 하루 총회 실시",X,0
"中 사스 감염자 157명 추가 발견
",O,1
[e사회 리더]김은형 경원대 도시계획·조경학부 교수,X,0
"유승희 ""박 대통령, 메르스 아닌 유승민·박원순과 싸워""",O,1
"대명아임레디, '대명 스마트라이프' 가입하면 쇼핑몰 1만포인트 증정",X,0
사우디서 메르스 집단발생…대응 강화ㆍ여행객 주의,O,1
"통신3사 대표 소집한 방통위원장…""통신비 인하 힘써달라""",X,0
"미 질병통제예방센터, 한국 여행 메르스 '주의 권고' 해제",O,1
경북도 농업인 안전보험료 70% 지원,X,0
"HMM, 노조 파업 가결에도 주가 급등…물류 대란 코앞으로",X,0
"괘법동 소재 전열사 황정식 대표, 새운동화 지원",X,0
"경찰, '민주노총 7·3집회' 수사 마무리…22명 검찰송치",X,0
[부케부캐] 우리동네 봉사왕 ‘동구 슈퍼맨’,X,0
[커버스토리] 1분1초와의 '사투',X,0
부산지역 기업 등 전반적 자금사정 ‘악화’,X,0
"서울 1차 백신접종 75.2%...""잔여 백신 활용, 당일 접종 가능""",O,1
"롯데면세점, 간부급 40여명 연봉 10% 자진반납…""사드 등 위기 극복""",O,1
"[속보] 신규 환자 2,434명...역대 최대 하루 확진자",O,1
광주교육청 간부들 특별시험실 감독관 '자청',X,0
"밤 9시까지 1,345명 확진...내일 1,400명 안팎 예상",O,1
美 첫 에볼라서 두번째 감염까지…'골든타임 놓치고 허점투성이',O,1
"메르스 휴업, 서울 초중교도 휴업 동참...대전-강원도 휴업교 어디?",O,1
"""가을옷 장만 빨라졌다""…롯데온, '빈폴 패밀리 위크' 할인전",X,0
[2분기 상가동향] 가로수길·강남역 등 강남권역 약세,X,0
"""텔레그램 '손준성' 계정 일치""...추가 고발 잇따라",X,0
문재인 '힘내세요',X,0
"파크 하얏트 서울, 면역력 높여주는 여름 건강 아이스티 ‘서머 에이드’",X,0
"[일문일답]권재한 축산국장, ""오리 이동경로 파악해 전염가능성 적다""",O,1
서울 공무원시험 발열체크,X,0
경기도 개발 신품종 버섯 4종 판촉 홍보,X,0
경주서 주말부터 사흘간 14명 확진…목욕탕발 9명 늘어,O,1
'심상정 정의당' 지지도 7% 최고치…새정치연합 또 하락,X,0
"조달청, 국내 유일 공공조달 박람회 '코리아 나라장터 엑스포 2021' 개최",X,0
중국 광둥성 중산서 올들어 H7N9 AI 환자 첫 발생,O,1
前·現 대통령의 은밀한 통화 거래에...브라질 '발칵',X,0
AI 방역관련 특별교부세 긴급 지원,O,1
"사우디 여행시 주의 당부, 메르스 대응 적극 강화",O,1
"메르스 병원 공개, 괴담 확산 막고자 지역-병원 공개해달라 촉구",O,1
"내년부터 방역전문공무원 체계적 선발,,,방역직류 시험 과목 지정",X,0
신종플루 검역강화 비상…사람→돼지 파장은?,O,1
한국 방문후 메르스 의심 타이완 남성 ‘음성’ 반응,O,1
"'늦은 가을, 국화와 함께'…마산 국화축제 폐막",X,0
"전재희 ""병실 신종플루 감염 책임 통감""",O,1
"유승민 ""메르스, 국회 특위가 힘 보탤 것""",O,1
[단독]② 제보자 “오염 알고도 가동”…본사 “정상적 청소했다”,X,0
"'에볼라 불똥' 서울세계수학자대회 조직위, 기니 수학자 등록 취소",O,1
"‘지퍼 게이트’ 르윈스키, 클린턴 성추문 다룬 드라마 제작",X,0
렘데시비르 투여 106명 중 4명 ‘이상반응’··당국 “약물효과 검토 중”,O,1
"신종플루 급증, 의심환자는 무조건 투약",O,1
비행기로 호송되는 에볼라 감염 美 간호사,O,1
“메르스 때문에 힘드시죠? 월세 반만 주세요”,X,0
대전서 메르스 환자 6명 추가 발생,O,1
"28.4조 추경, 경기부양 및 민생지원 기반 마련",X,0
"日, 이제야 의료기관에 병상 확보 요청… ""지자체론 역부족""",O,1
춘천 메르스 의심환자… 두바이 '낙타 체험' 원인? 1차 결과 음성,O,1
"엔씨소프트 리니지, 전사 클래스 리부트",X,0
"‘국립 인천대 의대 설립’ 국회 논의 본격화… 김교흥 의원, 관련 법안 대표발의",X,0
[스폐셜] 또 ‘철새 탓’  AI 분노 “이게 나라냐”,O,1
"[전문] 朴대통령, 국회법 거부권 행사 국무회의 발언",X,0
신학기 준비 필수품 `아기물티슈`… 소비자가 선택한 브랜드 1위는?,X,0
역삼 벨레상스 28년만에 영업 종료,X,0
"""아모레퍼시픽, 바닥 확인+中 고성장 유지중…목표가↑""-HMC",X,0
해법이 표준임대료?…“전세의 월세화 더 심해질 것” 우려,X,0
[기자수첩]노인을 위한 메타버스는 없다,X,0
"청주산단 관리공단, 37차 정기총회 개최",X,0
세종시의 한 유치원 메르스 예방차원 휴업,O,1
"대한의사협회 방문한 홍준표, '코로나19 방역대책 논의'",O,1
'신종 플루' 1명 또 추가...22명 감염,O,1
"""사스환자, 세균성 폐렴 가능성 높아""",O,1
신종플루 감염 1만명 돌파,O,1
삼척시 거리두기 '3단계' 격상…9월에만 21명 확진,O,1
美서 에볼라 감염자 추가 발생…즉시 격리 조치,O,1
"대정부질문 첫날…여야, '국정 역사교과서' 두고 설전",X,0
로봇이 자재 운반…LG전자 지능형자율공장 가동,X,0
"주상복합·아파텔청약자 탈루 분석
",X,0
"WSJ ""北 핵 포기하면 협상문 열어야…그전까진 제재 유지""",X,0
지카바이러스감염자 군입대(종합),O,1
"[사사건건] 코로나19 신규 확진자 1892명, 수도권 74.6% 발생…추석 방역 ‘비상’",O,1
[뉴스해설] 늑장 대처에 독감 확산,O,1
"WHO, 멕시코 칸쿤서 신종플루 대책회의",O,1
베이징서 한인 최초 신종플루 환자 발생,O,1
오늘도 변함없이 시민을 위해,X,0
신한은행 남부터미널 지점 '신종플루 휴무',O,1
"삼성서울병원 이송요원 137번 환자 접촉 216명 격리, 215명 감시(종합)",O,1
"세계보건기구 ""에볼라 감염 5,864명·사망 2,811명""",O,1
"국민銀, '의료기관 긴급지원자금' 신청기관에 3,200억원 대출",X,0
"하림 ""코로나 방역 의료진 힘내세요""…육가공 제품 기탁",O,1
울산 9월 6일부터 92만여 명 코로나 상생지원금 받아,O,1
코로나19 델타 변이 검출률 99.5%···누적 3만명 육박,O,1
질병 후폭풍 관련 답하는 박승철 신종인플루엔자 대책위원회 위원장,O,1
"정은경 ""덱사메타손, 염증반응 완화 목적 보조적 치료제""",X,0
포천 길고양이 1마리 고병원성 AI 감염 추가 확진,O,1
"코스피, 사흘 만에 2080선 회복…수급 진통 끝에 반등 성공",X,0
예약시스템 개선 관련 참여 기업기관 만난 임혜숙 장관,X,0
‘AI 척후병’인 예찰담당 공무원부터 건수 채우기 등 대충,O,1
기록적 폭염에 장티푸스 등 수인성·식품매개 전염병도 '급증',O,1
"재계 ‘주5일제’ 내부 갈등
",X,0
신종플루 등교중지학생 대구줄고 경북늘어,O,1
돌발사고 걱정돼? ‘이것’ 알고가면 완벽한 캠핑!,X,0
"'코로나 증말 밉다, 올 추석 안와도 된다'",O,1
‘판박이 고발장’ 의결과정 침묵…국민의힘 ‘선긋기’ 통할까,X,0
"경남교육청, 다가치 토요어울림 프로그램 '꿈길, JOB多!' 운영",X,0
복지부 “타미플루 정신질환 유발가능성 낮아”,X,0
"첫 감염자도 퇴원하고…""신종플루 소강 국면""",O,1
사상 최대 정부 예산에  '세금 펑펑' vs '돈줄 풀어야' 극과극,X,0
"泰, 주별로 `신종플루 작전실' 설치",O,1
신규 코로나 확진자 2000명 넘을듯… 추석 앞두고 다시 증가세?,O,1
강릉시민의 안녕을 비옵니다,X,0
자연재해·전염병 `슈퍼컴`이 잡아낸다,X,0
초복 앞두고…'닭값이 어리둥절' 산지가 하락·소비자가 그대로,X,0
고병원성 AI 확진에 '심각' 경보 발령,O,1
'善결제'로 부산관광 활기 되찾자,X,0
대전시립연정국악원 오는 17일 한밭수목원내 오픈,X,0
최신 트렌드 '한방 카페'…건강보조식품 '허준본가' 사업설명회,X,0
"하나은행, 코로나19 극복 위한 '소상공인 동반 캠페인' 실시",O,1
경기 코로나19 신규 확진 434명…사흘 연속 400명대,O,1
"포천시, 내달 말라리아퇴치 집중 방역",X,0
"함평군, 영세 자영업자에 긴급 민생지원금 지급",X,0
역외 환율 소폭 하락..1355.7원,X,0
이언주 원내대변인 현안 서면브리핑,X,0
"캄보디아 여행 10대 고열 증세, 예방적 방역 실시",O,1
"정운찬 총리 ""신종플루 확산 저지에 힘써줄 것""",O,1
다우 나스닥 일제히 하락 출발,X,0
'1가구 1주방용 도어폰' 시대,X,0
"""기준금리 인상기, 자금조달 증가 폭 둔화 전망""",X,0
오후 6시까지 서울 코로나 확진자 539명 … 전날보다 81명↑,O,1
"확진자 30만명 넘어…총리 ""부스터샷 곧 시작""",O,1
"강남소재高 결핵 감염자 138명 발견, ""혹시 나도?"" 어떤 증상 보이나?",O,1
사스 영향 경주 '관광객 특수' 기대,O,1
" 7년 만에 발생한 ‘A형’ 구제역, 기존 백신으로 방어 가능 ",O,1
"추석 민심 전한 여야…""정권 재창출"" vs ""정권교체""",X,0
신종플루株 나홀로 급등…시장엔 독,O,1
청주시 방역수칙위반 음식점 등 위생업소 46곳 적발,O,1
코로나19 예방접종센터 찾은 시민들,O,1
"러시아, 美돼지고기 금수 확대",X,0
"중국 간 메르스 의심자, 1차 검사서 양성 판정…가족 중 2명 확진 ‘확산 공포 ↑’",O,1
일상 곳곳서 감염 확산 지속…감염경로 '조사중' 32.4% 최고치(종합),O,1
[기고] 우리 농축산물 소비가 '농촌의 희망',X,0
"한화, 임직원에 50억 전통시장상품권",X,0
[교육소식] 공주대 ISO 21001 인증 유지 심사 통과 등,X,0
"최지성 실장, 삼성 사장단에  ""메르스 사태, 자성"" 당부",O,1
코로나19 환자에 에볼라 치료제 '렘데시비르' 임상시험,O,1
中 산시성 중학생 집단독감 돼지독감 아닌 것으로 판명,O,1
"이준석 ""김웅 컴퓨터에서 '오수' 검색…김오수 검찰총장 정보 수집 의심""",X,0
광주·전남서 초중고 확진 잇따라…10일 46명 신규 확진(종합),O,1
'중동 사스' 확산…이틀새 환자 3명으로 늘어,O,1
"후진타오 ""`사스와의 전쟁' 불구 고속성장 유지해야""",O,1
[창간특집] 구독서비스 시장규모 2025년 100조원 규모 확대,X,0
"유엔총회서 격돌한 바이든과 시진핑...""인도태평양 대처"" vs ""소그룹 지양해야""",X,0
"삼성, 'QD 디스플레이' 11월 양산…삼성·소니 공급",X,0
"與 ""괴담도 막아야""...野 ""문형표 책임론""",X,0
[기고]청년고용절벽을 넘으려면,X,0
'4차 대유행'에 비수도권 일부 지역 '병상 부족' 현실화,O,1
"필드는 텐트촌, 벙커는 씨름장…국민축제 ‘서원밸리 그린콘서트’",X,0
"보건당국 ""메르스 100% 병원 내 감염"" 주장(속보)",O,1
"보험硏 ""일반손해보험 급성장...보험사, 역량 강화 필요""",X,0
"명절 뒤 우울감 심해지는 노인, 무릎 관절염 ‘빨간불’",X,0
"페이스북, 뉴스피드 읽는 속도로 관심사 파악",X,0
"""레깅스 한국서만 잘 나가는 것 아니네""…요가복 샤넬 룰루레몬 사상 최대 실적 달성",X,0
"WHO, 신종 코로나 '국제적 비상사태' 선포... 역대 6번째",O,1
오늘의 주요뉴스(오전 4시),X,0
"한국인 첫 지카바이러스 감염 환자 발생, 22일간 브라질 방문 후 지카바이러스 의심 증상 나타나",O,1
"[사설]황 권한대행, ‘대권주자 놀음’에 구제역 방치하나",X,0
한국인 첫 지카 감염자 발생…세계 얼마나 퍼졌나,O,1
<경제브리핑> 연말 맞아 `홈파티' 상품 불티,X,0
지난해 감염병 해외여행객 25만 명…“감염병 정보 확인 필수”,O,1
노동·교육개혁까지…5개월만에 달라진 황교안,X,0
"삼척시정신건강복지센터, 2021년 청년마음건강사업‘너의 마음은?’운영",X,0
"이대목동병원, 산모 금지약 '돔페리돈' 처방 권유 논란",X,0
"김부겸 ""2022년까지 안전사고 희생자 OECD 평균까지 낮출것""",X,0
"서천군, 목은 이색 선생 기리는 문화행사 개최",X,0
"신한금융희망재단, 공동육아나눔터 103호점 개소",X,0
[서울경제TV] 韓 10년째 1인당 소득 2만달러대… ‘저성장 우려’,X,0
"고양시, 민선 6기 최대 규모 승진인사",X,0
"[특징주]지카바이러스株, '급등'…정액서 살아있는 바이러스 검출",O,1
코리아 그랜드세일 최대규모로 열린다,X,0
서울대생 만난 美 보건복지 장관 '환한 미소',X,0
"[브뤼셀톡] 브뤼셀, 이케아·까르푸 등 일부 대형 상점서 백신 접종 계획",O,1
벌써 세 번째… 소상공인 대출 2022년 3월까지 만기연장,X,0
메르스 겪고도 정신 못 차리는 보건당국,O,1
[소액창업] 1000여만원이면 창업 거뜬,X,0
[이슈체크K] ‘잔여 백신으로 2차 접종 앞당기기’ 예약 신청 이렇게,O,1
"언택트로 활력 얻는 '해외 청소년들과의 만남'…시흥시, '해외교류도시축전' 개최",X,0
"감염병 격리입원한 의료급여 수급자, 본인부담금 경감",O,1
[교육소식]부산 글로벌외국어교육센터 명칭 공모 등,X,0
"LG전자 안내로봇, 코엑스몰에 뜬다",X,0
바디텍메드 계절성 독감진단키트 日판매,O,1
(특징주)돼지독감 발병..백신·닭·수산株 급등,O,1
SK바이오사이언스서 ‘mRNA 백신 특허분석 설명회’ 개최,O,1
아이돌봄 간편결제서비스 '돌봄페이' 오픈,X,0
김태호 연일 ‘돌출행동’…친박계도 내심 ‘부담’,X,0
[경향포토]방호복 둘러보는 관람객들,O,1
사람들은 왜 재난영화에 열광할까?,X,0
"제천로컬푸드, 최대 30% 추석맞이 특별할인 행사",X,0
"유족들 ""배 부풀고 호흡곤란""…병원 의료과실 가능성 제기",X,0
"애경 블루칩, 핸드 소독겔 출시",O,1
강진군 '신종플루 안전지대'로 주목,O,1
오늘의 주요뉴스 (오전 11시),X,0
경기도 '비브리오패혈증' 주의보 발령,O,1
제닉 셀더마 ‘액티브 리페어 그린 하이드로겔 마스크’ 출시,X,0
SK글로벌 실사종료 5월말에나 가능,X,0
"""펀더멘탈 이상무, 기간조정후 재상승 예상""",X,0
심각한 양병국 질병관리본부장,O,1
여수항 크루즈 부두에 올들어 첫 中 크루즈선 입항,X,0
"라셈텍, LED사업 진출",X,0
"日증시 연일 급등 … 엔화 약세반전ㆍ경기회복 기대로
",X,0
메르스 실내 전염력 훨씬 강해…감염 경로도 다양,O,1
대전 26일 51명 확진…이틀 연속 50명대,O,1
"부산, 산후조리원 두 곳서 호흡기감염병 집단 발생",O,1
"창원시봉사단체협의회, 창원SK병원과 건강검진 협약",X,0
8.3(월) 메르스(중동호흡기질환) 일일 현황,O,1
의료진 백신 접종 시작,O,1
수출 덕에 항공화물 수송 '사상최대',X,0
집합금지 위반 3차례…불법영업 유흥주점서 53명 적발,O,1
국내 첫 지카 바이러스 양성 환자 발생,O,1
[강릉]메르스 '선제 대응' 지원은 '늑장 대응',O,1
"새정치연합 ""정부, 메르스 안 잡고 박원순만 잡고 있어""",O,1
감염 확인때 태아초음파..지카바이러스 진료 수칙 배포,O,1
분당차병원 직원이 환자 4000여 명 피 빼돌려,X,0
"경북도, 지역사회 건강위기 대응체계 강화",O,1
멕시코 사망자 152명...미국 감염 50명,O,1
[신년사]김우영 서울 은평구청장,X,0
'송천변전소 발언' 김진옥 전주시의원 항소서도 무죄,X,0
<연합뉴스 이시각 헤드라인> - 08:00,X,0
"손문기 식약처장, SK케미칼 백신 제조소 방문",X,0
韓.美 반도체주 동반 급락,X,0
"WHO, 신종 코로나바이러스 비상사태 선포",O,1
국내 신종플루 확진환자 100명 넘어서..총 105명,O,1
10대 자녀를 둔 40대 가장의 경우 대체로 연봉의 5배 정도..,X,0
브라이언·신동·김형준·조권 '환경지킴이 G4',X,0
과밀학급 문제 해소에 쓰랬더니…교무실 책·걸상 교체에 1000억,X,0
‘내부 갈등’ 헤이글 미 국방장관 사실상 경질,X,0
'아님 말고식' 의혹에 고발까지...분열 조장하는 정치권,X,0
"신당추진 본격 勢대결
",X,0
3분기 경제성장률 1.2%…6분기만에 1%대 회복,X,0
"확 달라진 안철수, 신당 창당엔 선 긋기?",X,0
중동호흡기증후군 확진자 국내유입 사례 발생,X,0
“신종플루도 재난으로 위기관리”,O,1
"메르스 환자 25명, 2명 사망..3차 감염자 발생...""지역사회 확산 아니다""?",O,1
"한, 신종플루특위 3차회의",O,1
대전 9일 48명 확진…엿새 연속 30명대 무산,O,1
"양천구, 다중이용시설 '안심콜(080) 출입관리 서비스' 지원",X,0
부여 종계장 AI확진… 닭 매몰로 분주,O,1
"여수세무 직원 40여명, ‘사랑의 헌혈’ 동참",X,0
"교정시설 수용자 재난지원금, 올해도 온누리상품권 지급",X,0
"박인비 메이저 골프 3연패 달성,누리꾼 SNS통한 반응 “힘든 시기에 단비같은 소식”",X,0
[독자댓글] 840호 “신종 플루 안전지대가 없다” 外를 읽고,O,1
메르스 의양성 간호사 4명 충북 이송돼 격리치료,O,1
신종플루 탓 패션업계 지각변동?,O,1
"朴대통령 ""메르스 6월 중순 최대고비…반드시 이겨낼 것""(종합)",O,1
‘확진자 발생’…기차역 떠나는 싱가포르 시민들,O,1
"잘 고른 신사업 하나, 열 계열사 안 부럽다",X,0
강원도 누적확진자 5822명...춘천·원주·속초 등 총 14명 추가발생,O,1
"[신동호의 시선집중] “경기도 교육청, 질병관리본부로부터 메르스 환자 명단 직접 못 받아”",O,1
"신규 확진 2,008명…""추석 만남에 전파 위험""",O,1
"시흥시, ‘대한민국소셜미디어대상’ 기초지자체 대상",X,0
[돋을새김-김의구]  배석의원 없던 탈당 기자회견,X,0
넙치 냉동기술로 수출 활기… 지난해 수출액 이미 넘었다,X,0
문 대통령 “슬로베니아와 원전협력 확대 기대”,X,0
미쓰비시UFJ 직원 신종플루 감염,O,1
신종플루 치료제 18일 북한에 전달,O,1
임기만료 앞둔 '기관장 해임' 실효성 논란-공공기관 경영평가,X,0
[기고] 동아시아 협력체 진화와 한국의 전략,X,0
메르스 감염 환자 2명 추가 발생…확진 환자 7명으로 늘어,O,1
"추석 연휴 25만명 다녀간 제주, 확진자 증가 '비상'",O,1
코로나 속 네번째 명절… ‘방콕’ 추석에 읽을 만한 주식책 '베스트3',O,1
"서울현충원, 대규모 행사취소..발열측정",X,0
